dispositivo,idEvidencia,tipo_alarma,falso_positivo,resultado,url_video
00D201207B,477118,Lane departure,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/477118/1
00D201207B,477002,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/477002/1
00D201207B,476664,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476664/1
00D201207B,476629,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476629/1
00D201207B,476403,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476403/1
00D201207B,476377,Lane departure,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476377/1
00D201207B,476366,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476366/1
00D201207B,476348,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476348/1
00D201207B,476078,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476078/1
00D201207B,476057,Lane departure,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476057/1
00D201207B,476053,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476053/1
00D201207B,475783,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475783/1
00D201207B,475767,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475767/1
00D201207B,475727,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475727/1
00D201207B,475704,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475704/1
00D201207B,475731,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475731/1
00D201207B,476082,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476082/1
00D201207B,475632,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475632/1
00D201207B,475621,Lane departure,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475621/1
00D201207B,475550,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475550/1
00D201207B,475584,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475584/1
00D201207B,475500,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475500/1
00D201207B,475502,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475502/1
00D201207B,475511,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475511/1
00D201207B,475464,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475464/1
00D201207B,475456,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475456/1
00D201207B,475375,Lane departure,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475375/1
00D201207B,474917,Lane departure,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/474917/1
00D201207B,486865,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/486865/1
00D201207B,486861,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/486861/1
00D201207B,484479,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484479/1
00D201207B,484477,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484477/1
00D201207B,484474,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484474/1
00D201207B,484451,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484451/1
00D201207B,484248,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484248/1
00D201207B,479103,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/479103/1
00D201207B,478801,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478801/1
00D201207B,478708,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478708/1
00D201207B,478664,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478664/1
00D201207B,478660,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478660/1
00D201207B,478645,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478645/1
00D201207B,478622,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478622/1
00D201207B,478583,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478583/1
00D201207B,478582,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478582/1
00D201207B,478581,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478581/1
00D201207B,477115,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/477115/1
00D201207B,477005,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/477005/1
00D201207B,477000,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/477000/1
00D201207B,476659,Forward Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476659/1
00D201207B,476344,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476344/1
00D201207B,475726,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475726/1
00D201207B,475666,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475666/1
00D201207B,475637,Forward Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475637/1
00D2012BE7,500013,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/500013/1
00D2012BE7,500014,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/500014/1
00D2012BE7,499980,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/499980/1
00D2012BE7,499981,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/499981/1
00D201207B,484496,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484496/1
00D201207B,484493,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484493/1
00D201207B,484475,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484475/1
00D201207B,484411,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484411/1
00D201207B,484387,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484387/1
00D2012BE7,500051,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/500051/1
00D2012BE7,500120,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/500120/1
00D2012BE7,500050,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/500050/1
00D201207B,478925,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478925/1
00D201207B,478926,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478926/1
00D201207B,479074,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/479074/1
00D201207B,478707,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478707/1
00D201207B,478691,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478691/1
00D201207B,478662,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478662/1
00D201207B,476339,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476339/1
00D201207B,476342,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476342/1
00D201207B,476076,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476076/1
00D201207B,475648,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475648/1
00D201207B,475640,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475640/1
00D201207B,475578,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475578/1
00D201207B,475467,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475467/1
00D201207B,475366,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475366/1
00D201207B,475277,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475277/1
00D201207B,473972,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/473972/1
00D201207B,473903,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/473903/1
00D201207B,473390,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/473390/1
00D201207B,473184,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/473184/1
00D201207B,472680,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472680/1
00D201207B,472376,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472376/1
00D201207B,472379,Driver Distraction,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472379/1
00D201207B,472382,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472382/1
00D201207B,472386,Driver Distraction,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472386/1
00D2012BE7,500012,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/500012/1
00D201207B,484486,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484486/1
00D201207B,484483,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484483/1
00D201207B,484439,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484439/1
00D2012BE7,500052,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/500052/1
00D2012BE7,500053,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/500053/1
00D201207B,479129,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/479129/1
00D201207B,478917,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478917/1
00D201207B,478908,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478908/1
00D201207B,478901,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478901/1
00D201207B,478882,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478882/1
00D201207B,478880,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478880/1
00D201207B,478809,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478809/1
00D201207B,478806,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478806/1
00D201207B,478763,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478763/1
00D201207B,478756,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478756/1
00D201207B,478731,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478731/1
00D201207B,477007,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/477007/1
00D201207B,476633,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476633/1
00D201207B,476400,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476400/1
00D201207B,476365,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476365/1
00D201207B,476347,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476347/1
00D201207B,476061,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/476061/1
00D201207B,475709,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475709/1
00D201207B,475669,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475669/1
00D201207B,475524,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/475524/1
00D201207B,474939,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/474939/1
00D201207B,474921,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/474921/1
00D201207B,474896,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/474896/1
00D201207B,474427,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/474427/1
00D201207B,474342,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/474342/1
00D201207B,473719,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/473719/1
00D201207B,472653,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472653/1
00D201207B,472628,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472628/1
00D201207B,472617,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472617/1
00D201207B,472591,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472591/1
00D201207B,472585,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472585/1
00D201207B,472552,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/472552/1
00D201207B,468422,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/468422/1
00D201207B,468335,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/468335/1
00D201207B,468297,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/468297/1
00D201207B,467671,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/467671/1
00D201207B,466914,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/466914/1
00D201207B,465521,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/465521/1
00D201207B,465475,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/465475/1
00D201207B,464803,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/464803/1
00D201207B,464737,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/464737/1
00D201207B,461559,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/461559/1
00D201207B,460576,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/460576/1
00D201207B,459590,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/459590/1
00D201207B,459562,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/459562/1
00D201207B,459558,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/459558/1
00D201207B,456485,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/456485/1
00D201207B,456093,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/456093/1
00D201207B,454118,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/454118/1
00D201207B,453964,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/453964/1
00D201207B,453978,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/453978/1
00D201207B,454009,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/454009/1
00D201207B,453859,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/453859/1
00D201207B,453718,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/453718/1
00D201207B,453768,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/453768/1
00D201207B,453855,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/453855/1
00D201207B,454077,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/454077/1
00D201207B,452909,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/452909/1
00D201207B,452872,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/452872/1
00D201207B,452875,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/452875/1
00D201207B,452802,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/452802/1
00D201207B,452811,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/452811/1
00D201207B,452813,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/452813/1
00D201207B,452699,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/452699/1
00D201207B,452620,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/452620/1
00D201207B,450577,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/450577/1
00D201207B,449697,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/449697/1
00D201207B,449554,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/449554/1
00D201207B,449548,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/449548/1
00D201207B,449323,Following Distance Monitoring,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/449323/1
00D2029D2C,505822,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505822/1
00D2029D2C,505802,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505802/1
00D2029D2C,505796,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505796/1
00D2029D2C,505786,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505786/1
00D2029D2C,505783,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505783/1
00D2029D2C,505779,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505779/1
00D2029D2C,505769,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505769/1
00D2029D2C,505765,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505765/1
00D2029D2C,505763,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505763/1
00D2029D2C,505720,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505720/1
00D2029D2C,505755,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505755/1
00D2029D2C,505711,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505711/1
00D2029D2C,505499,Following Distance Monitoring,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2029D2C/505499/1
00D2012BE7,499979,Pedestrian Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D2012BE7/499979/1
00D201207B,484389,Pedestrian Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/484389/1
00D201207B,478693,Pedestrian Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478693/1
00D201207B,478650,Pedestrian Collision Warning,1,FALSO POSITIVO,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478650/1
00D201207B,478646,Pedestrian Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478646/1
00D201207B,478648,Pedestrian Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478648/1
00D201207B,478620,Pedestrian Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478620/1
00D201207B,478618,Pedestrian Collision Warning,0,ALERTA REAL,https://strapi_cemex.gpstechserver.com/dispositivo/evidencias/vid/00D201207B/478618/1
